monthly_usage_hours,login_frequency,last_login_days,support_tickets,payment_failures,subscription_plan,renewed
23.76,23.96,9.05,3,1,business,1
15.63,17.67,8.72,3,1,growth,1
15.32,19.01,6.11,3,1,growth,1
21.95,18.31,6.31,2,0,business,1
24.34,18.89,4.3,1,0,business,1
19.69,18.2,6.17,2,1,growth,1
29.31,26.13,6.13,2,0,business,1
18.79,14.97,5.35,3,1,growth,1
22.93,21.33,5.81,1,1,business,1
26.93,17.04,4.64,1,1,business,0
24.33,24.08,4.81,1,1,business,1
23.49,17.99,6.25,2,0,business,1
18.78,20.44,9.17,5,2,growth,0
20.88,20.57,12.24,5,2,growth,0
26.14,17.64,5.14,3,2,business,0
15.85,20.5,7.14,3,0,growth,1
18.48,20.54,8.44,3,1,growth,1
17.08,14.67,6.54,3,1,growth,1
22.78,18.34,11.27,5,1,growth,0
19.11,15.68,3.07,3,1,growth,1
20.2,22.1,10.75,4,3,growth,0
16.21,14.8,6.45,2,2,growth,0
25.04,20.64,12.88,6,1,growth,0
25.43,19.9,6.44,3,1,business,1
15.79,16.36,7.47,4,0,growth,1
22.12,17.04,9.62,6,2,growth,0
16.75,21.65,5.86,2,0,growth,1
15.32,17.69,17.29,7,3,starter,0
25.96,21.44,8.96,4,0,business,1
25.56,21.45,8.65,3,2,business,0
24.36,18.87,2.62,3,1,business,1
25.37,20.78,10.19,3,2,business,0
15.06,21.02,8.65,4,0,growth,1
27.59,20.6,2.74,2,1,business,1
15.72,20.7,4.41,3,1,growth,1
19.7,17.9,6.02,3,1,growth,0
25.16,22.25,7.17,4,1,business,1
24.03,18.81,10.36,4,3,growth,0
23.59,15.14,8.35,4,0,growth,0
25.72,21.22,8.63,3,1,business,1
24.87,20.69,8.29,3,1,business,0
24.0,16.46,1.09,2,2,business,1
15.93,16.32,11.67,5,1,growth,0
20.19,19.08,7.71,3,0,growth,1
26.67,13.85,7.91,4,1,growth,0
21.02,23.18,11.41,4,2,growth,1
28.93,14.51,8.11,2,0,business,0
27.04,19.89,4.99,1,0,business,1
24.2,21.32,4.86,1,0,business,1
24.85,18.12,1.66,1,1,business,1
16.28,15.25,10.95,4,3,growth,0
19.25,14.96,5.29,3,1,growth,0
28.99,23.73,6.14,2,1,business,1
22.25,16.02,9.6,4,1,growth,0
18.76,23.06,12.98,6,1,growth,0
17.39,18.83,5.64,2,1,growth,1
19.33,17.51,3.64,2,0,growth,1
21.71,14.27,7.56,4,1,growth,0
20.56,14.82,7.65,3,1,growth,1
19.07,17.87,6.36,3,1,growth,1
23.63,24.15,5.31,1,1,business,1
23.86,14.96,3.29,2,1,business,1
27.36,16.68,8.65,3,2,business,0
21.85,22.78,0.06,1,1,business,1
19.96,21.65,5.61,3,1,growth,1
26.85,12.08,4.52,2,1,business,0
15.39,14.0,5.53,3,0,growth,1
24.28,20.48,1.74,0,0,business,1
22.42,19.9,7.99,4,0,growth,0
23.67,19.43,9.3,4,1,growth,0
20.23,18.35,10.76,4,1,growth,1
15.72,19.98,5.9,3,2,growth,0
18.17,14.25,1.5,2,0,growth,1
16.08,13.18,6.28,2,1,growth,1
25.99,18.46,5.98,3,1,business,1
24.96,15.05,1.9,2,1,business,1
27.23,17.68,5.51,3,0,business,1
19.47,18.31,11.17,4,1,growth,0
23.4,20.62,5.51,1,1,business,1
19.4,19.53,18.8,8,1,starter,0
18.7,16.89,5.41,4,1,growth,0
16.72,20.05,6.1,2,0,growth,1
16.45,19.15,4.04,2,1,growth,1
22.89,12.98,6.36,3,0,growth,0
23.39,16.87,4.33,2,2,business,0
24.1,14.9,4.92,2,1,business,1
23.18,19.0,4.08,2,0,business,1
18.71,19.71,4.1,2,2,growth,1
19.85,21.34,12.43,5,2,growth,0
22.3,15.08,6.81,2,0,growth,1
20.08,17.1,1.92,1,0,business,1
25.53,22.72,1.9,1,2,business,1
18.1,19.79,4.97,3,0,growth,1
25.76,23.22,6.16,3,0,business,1
19.9,15.68,6.35,3,0,growth,0
16.5,16.97,5.72,2,2,growth,1
21.8,18.34,3.52,2,2,business,1
16.1,18.15,11.44,5,2,growth,0
15.15,22.23,6.07,4,0,growth,1
17.45,21.24,4.3,3,0,growth,1
22.79,17.14,11.59,8,1,growth,0
25.71,22.06,4.62,3,0,business,1
22.52,12.0,7.44,4,2,growth,0
20.54,15.28,2.84,3,1,growth,1
16.54,17.33,16.32,7,2,starter,0
18.52,25.16,8.77,4,2,growth,1
22.42,19.97,5.35,1,1,business,1
18.78,15.46,8.95,4,0,growth,1
22.56,15.23,6.27,3,1,growth,0
27.04,19.27,6.54,1,1,business,1
22.12,19.63,6.55,4,1,growth,1
32.61,16.94,4.97,3,2,business,0
26.74,22.46,8.67,5,1,business,0
23.39,20.08,3.59,2,1,business,1
20.05,18.68,9.25,4,2,growth,0
19.53,21.49,6.42,3,2,growth,1
23.21,23.45,7.53,3,0,business,1
19.72,17.69,8.56,4,2,growth,0
15.34,14.33,11.62,5,1,starter,0
19.03,18.63,15.12,7,2,growth,0
28.72,15.09,2.17,2,1,business,1
18.75,18.33,3.76,3,1,growth,1
18.24,27.24,5.78,3,2,business,1
29.17,22.02,2.13,1,1,business,1
23.01,20.21,5.55,2,1,business,1
25.29,19.89,10.9,5,1,growth,0
22.07,18.35,0.55,3,0,growth,1
21.37,20.43,8.61,3,1,business,1
29.9,20.35,3.17,2,1,business,1
26.37,17.15,5.73,3,1,business,1
23.91,20.66,11.9,5,2,growth,0
16.96,23.24,5.7,1,2,business,1
19.78,14.9,5.52,2,1,growth,0
22.19,18.32,5.57,4,1,growth,0
24.71,17.59,3.47,2,0,business,1
18.07,22.41,3.83,0,2,business,1
23.63,15.25,5.59,2,0,business,0
23.62,20.27,5.75,1,1,business,1
22.89,16.68,9.83,7,2,growth,0
21.33,22.86,9.57,3,0,business,1
24.93,17.4,2.94,1,0,business,1
28.41,17.43,7.44,3,0,business,1
21.93,21.4,3.65,2,0,business,1
21.75,17.45,9.36,3,0,growth,0
16.43,21.17,5.52,2,0,growth,1
20.01,17.06,6.53,4,1,growth,0
12.07,18.54,5.3,2,0,growth,1
26.72,17.98,2.84,0,0,business,1
17.75,16.78,7.54,4,0,growth,1
29.86,16.82,11.71,5,1,business,0
28.05,22.45,5.72,3,1,business,1
20.51,9.75,5.04,3,2,growth,0
24.43,17.98,10.4,5,3,growth,0
14.42,15.71,9.11,4,3,growth,0
19.89,21.37,6.26,2,1,business,1
19.34,15.86,9.45,5,1,growth,0
28.09,26.16,8.5,2,0,business,1
17.76,18.18,5.81,1,1,growth,1
21.43,14.02,2.26,1,0,growth,1
23.37,11.41,5.55,3,2,growth,0
17.6,20.12,5.79,2,1,growth,1
21.67,19.05,5.35,2,1,business,1
20.31,17.12,10.46,3,0,growth,0
21.63,19.72,7.1,1,0,business,1
21.27,18.34,8.1,3,1,growth,0
18.41,19.33,1.48,2,1,growth,1
24.52,20.48,5.84,2,0,business,1
17.8,20.74,8.95,4,0,growth,1
19.47,19.68,6.45,3,0,growth,1
22.32,20.33,4.28,2,0,business,1
21.69,24.05,9.94,4,1,business,1
19.07,17.2,10.64,5,2,growth,0
17.19,18.11,5.8,3,1,growth,1
21.84,21.39,3.83,1,1,business,1
35.66,23.75,5.22,1,0,enterprise,1
24.79,20.45,8.98,4,1,business,0
27.47,20.39,3.51,0,2,business,1
16.9,19.81,3.95,1,0,business,1
18.01,21.87,6.0,2,1,business,1
22.0,18.17,2.52,2,2,business,1
20.47,14.38,7.56,2,1,growth,0
23.35,17.86,3.02,3,0,growth,1
25.53,16.92,7.25,3,1,business,0
15.65,15.87,2.63,2,1,growth,1
22.21,22.36,6.52,4,0,business,1
24.96,14.96,12.74,6,1,growth,0
16.17,19.7,7.89,3,1,growth,1
18.6,19.4,9.64,5,2,growth,0
24.34,16.98,6.1,2,1,business,1
23.43,19.38,8.87,4,2,growth,0
27.74,13.34,10.19,4,1,growth,0
15.79,16.68,4.15,2,1,growth,1
16.17,18.06,8.05,6,1,starter,1
12.52,17.49,6.79,2,1,growth,1
17.19,18.67,11.15,5,3,growth,0
25.82,15.65,0.73,2,1,business,1
14.32,22.33,5.1,4,1,growth,1
24.35,24.58,9.83,4,1,business,1
35.49,24.56,6.62,2,2,enterprise,1
17.43,15.0,0.56,2,1,growth,1
16.06,14.17,5.53,3,1,growth,0
12.58,18.98,3.84,2,0,growth,1
19.99,14.02,13.8,5,1,growth,0
12.16,19.07,4.16,2,0,growth,1
26.66,14.25,2.08,2,0,business,1
25.36,16.24,10.06,4,1,growth,0
17.95,19.08,8.52,3,0,growth,1
20.85,18.87,2.5,1,1,business,1
25.41,19.81,9.6,4,2,business,0
29.82,20.14,6.53,2,1,business,0
21.03,20.95,9.86,6,3,growth,0
20.94,20.16,10.32,3,2,growth,1
13.68,19.24,11.57,4,1,growth,1
24.41,22.02,4.44,2,2,business,1
23.57,24.82,11.06,4,2,business,1
21.32,11.04,8.65,3,1,growth,0
23.01,20.45,4.68,2,1,business,1
25.91,21.76,6.44,3,1,business,0
23.93,17.76,6.0,3,1,business,0
18.2,22.48,9.88,3,1,growth,1
16.54,20.55,9.56,3,1,growth,1
20.34,13.55,11.87,5,2,growth,0
26.6,18.97,11.97,5,2,growth,0
18.36,23.71,0.25,1,0,business,1
18.03,15.49,3.13,2,1,growth,1
22.58,14.33,5.11,2,0,growth,0
27.85,18.84,4.0,2,1,business,1
22.69,14.48,9.85,3,1,growth,0
17.56,20.5,6.07,2,0,growth,1
23.61,20.18,8.13,2,0,business,1
20.27,14.45,8.21,4,2,growth,0
33.15,17.99,9.06,3,1,business,0
24.63,19.74,5.39,2,0,business,1
38.45,21.21,7.36,3,0,enterprise,1
18.65,17.21,3.1,2,2,growth,1
29.19,18.9,5.87,1,0,business,1
29.26,20.72,3.14,1,1,business,1
28.82,17.42,5.67,1,1,business,1
22.63,18.28,5.88,2,1,business,1
13.55,17.71,11.22,5,2,starter,0
26.09,19.59,11.45,5,2,growth,0
20.07,15.48,6.81,3,1,growth,0
20.42,14.44,7.88,4,1,growth,1
22.16,17.36,3.91,3,1,growth,1
24.41,12.99,8.01,4,1,growth,0
22.86,16.16,13.03,5,2,growth,0
31.43,27.64,4.01,1,1,enterprise,1
18.03,15.06,8.15,4,0,growth,1
29.6,21.02,2.93,0,0,enterprise,1
15.95,23.63,1.37,2,1,business,1
24.47,14.79,4.96,1,0,business,1
23.6,14.86,4.33,2,0,growth,1
24.13,19.77,2.43,1,1,business,1
21.98,16.14,10.57,4,1,growth,0
19.44,16.28,4.62,2,0,growth,1
15.38,19.78,15.54,6,2,growth,0
28.81,21.01,6.81,6,2,business,0
31.72,23.04,4.96,2,2,business,0
21.51,19.23,11.67,5,1,growth,1
17.65,14.05,9.8,4,2,growth,0
17.96,18.13,6.54,4,0,growth,1
20.34,20.33,11.46,5,1,growth,1
15.95,19.02,7.13,3,0,growth,1
16.14,14.39,3.55,1,2,growth,1
24.63,18.18,3.47,2,1,business,1
31.41,17.13,17.56,8,2,growth,0
24.13,22.19,6.85,2,1,business,1
14.22,15.1,4.96,4,0,starter,1
19.34,21.68,4.91,2,2,business,1
25.9,21.22,3.2,3,1,business,1
24.02,13.4,1.83,2,0,growth,1
14.0,15.9,4.74,2,1,growth,1
16.28,16.05,5.62,3,1,growth,1
23.42,22.49,19.05,8,2,growth,0
18.05,16.36,3.96,2,1,growth,1
23.54,14.16,9.6,5,2,growth,0
27.07,15.45,10.33,5,1,growth,0
19.09,14.89,2.76,3,2,growth,0
16.16,17.36,3.5,2,1,growth,1
23.73,15.15,7.58,3,0,growth,1
19.62,19.53,3.8,2,0,business,1
25.03,21.27,4.54,3,1,business,1
16.03,25.37,7.64,4,0,growth,1
22.8,17.29,3.38,2,0,business,1
23.02,17.67,6.78,3,2,growth,0
20.94,18.03,3.67,3,1,growth,1
28.5,18.83,4.21,2,1,business,1
13.56,16.22,5.68,3,1,growth,1
17.25,19.95,4.07,2,1,growth,1
14.53,17.13,8.62,4,1,growth,1
29.96,24.07,3.7,1,1,enterprise,1
19.44,19.35,5.61,5,1,growth,1
30.31,20.94,4.62,1,1,business,1
13.93,19.16,11.09,5,1,growth,1
21.36,13.36,4.71,3,0,growth,1
30.62,16.47,6.69,1,1,business,0
20.78,19.86,9.6,4,2,growth,0
18.12,18.42,5.86,4,1,growth,1
24.46,20.21,11.14,4,1,business,0
26.93,20.88,4.31,2,1,business,1
19.29,20.27,7.99,4,0,growth,1
18.92,17.82,3.91,1,0,business,1
19.64,16.64,5.48,4,0,growth,1
15.1,13.81,5.52,3,1,growth,1
26.35,15.36,3.5,2,1,business,1
20.36,14.24,0.99,2,0,growth,1
20.54,15.04,11.51,4,2,growth,0
21.95,19.74,11.45,7,2,growth,0
24.88,15.92,8.57,4,1,growth,0
20.36,16.46,8.48,3,1,growth,0
11.98,18.04,5.27,2,0,growth,1
20.79,22.33,6.07,3,0,business,1
21.88,22.53,6.31,3,1,business,1
26.98,23.84,5.4,2,1,business,1
19.81,21.88,5.93,2,1,business,1
26.54,19.5,7.94,4,1,business,1
19.23,22.14,12.36,6,1,growth,1
26.68,22.69,11.08,5,3,business,0
21.88,17.11,8.55,5,1,growth,0
15.79,19.62,6.66,2,1,growth,1
22.21,16.18,8.66,6,1,growth,0
23.02,20.64,7.34,2,0,business,1
20.47,20.44,4.21,2,2,business,0
25.47,20.59,9.62,5,2,growth,0
14.24,13.59,2.54,2,1,growth,1
25.75,18.84,5.96,2,1,business,1
22.07,17.59,13.43,6,1,growth,0
25.19,18.87,2.32,1,2,business,1
28.99,19.99,11.83,4,2,business,0
22.2,12.56,4.24,2,1,growth,1
17.37,21.56,12.71,6,2,growth,0
23.61,20.81,6.52,1,1,business,1
25.88,14.46,7.09,3,1,growth,0
15.23,25.77,7.44,5,1,growth,1
12.94,18.22,4.41,1,1,growth,1
27.46,22.8,5.96,1,1,business,1
22.33,20.58,8.96,4,0,growth,0
30.48,21.88,7.85,3,2,business,0
28.6,20.35,2.53,0,0,business,1
20.84,17.64,9.58,5,2,growth,0
22.11,14.27,2.13,2,2,growth,0
19.77,20.73,9.44,5,1,growth,1
30.8,21.15,4.39,1,1,business,1
25.47,19.79,6.25,3,0,business,1
26.86,28.32,5.25,2,0,business,1
16.3,17.56,8.34,4,2,growth,0
24.09,16.34,4.96,3,1,growth,0
23.48,15.84,5.18,4,0,growth,0
23.56,15.5,2.53,2,0,business,1
21.73,21.13,11.18,4,2,growth,0
19.71,14.56,13.76,5,1,growth,0
23.44,16.03,18.14,8,2,starter,0
18.42,18.72,7.28,4,0,growth,1
24.02,22.98,11.56,5,1,business,1
26.21,22.95,3.81,1,1,business,1
17.24,19.27,6.12,2,0,growth,1
25.35,21.93,9.38,5,1,business,1
26.01,16.52,8.07,2,1,business,0
22.39,22.29,4.12,2,0,business,1
30.4,25.23,14.18,5,2,business,0
17.5,20.51,4.52,2,0,growth,1
20.29,17.99,7.96,3,1,growth,1
21.3,19.42,3.88,3,0,growth,1
21.81,21.55,9.85,3,0,business,1
23.57,23.0,7.62,2,2,business,1
27.96,20.72,7.74,3,1,business,0
21.5,19.71,12.71,5,2,growth,0
23.82,13.95,3.51,2,0,growth,1
19.75,24.3,4.7,2,0,business,1
18.9,25.5,7.03,3,0,business,1
18.0,22.88,8.83,4,0,growth,1
26.12,20.66,5.71,1,0,business,1
18.13,18.11,9.72,5,2,growth,0
21.26,16.74,7.06,4,1,growth,0
17.64,18.13,1.24,3,0,growth,1
28.05,16.41,2.83,0,1,business,1
25.93,27.44,5.89,1,1,enterprise,1
17.26,25.98,8.94,4,1,growth,1
22.39,22.33,1.92,1,0,business,1
26.18,18.04,6.91,2,0,business,1
27.16,15.25,5.3,1,1,business,0
18.08,17.14,4.62,2,1,growth,1
14.54,18.33,11.9,5,2,growth,0
22.11,19.23,5.3,3,0,growth,1
22.98,18.87,6.79,3,0,business,1
20.9,11.21,3.88,1,0,growth,1
19.91,15.81,6.13,2,1,growth,0
29.19,20.08,7.8,2,0,business,0
16.08,18.9,7.01,3,0,growth,1
21.15,14.16,2.76,3,2,growth,0
11.2,17.02,9.89,4,1,starter,1
18.94,18.44,4.14,2,0,growth,1
27.2,15.3,5.08,1,0,business,1
20.28,15.19,5.96,3,1,growth,0
21.14,18.13,8.76,5,3,growth,0
18.63,18.64,9.93,5,2,growth,0
22.8,17.74,3.92,3,0,growth,1
19.53,12.91,5.19,3,1,growth,0
27.84,28.46,9.61,3,1,business,1
23.29,14.55,5.21,3,1,growth,1
24.03,23.08,12.71,5,2,business,0
22.72,19.77,0.0,2,1,business,1
18.93,13.1,5.7,2,1,growth,0
21.16,15.23,6.79,5,1,growth,0
20.28,18.13,0.0,2,0,growth,1
20.63,15.69,3.18,1,2,business,0
19.71,18.19,4.73,2,1,growth,1
24.64,23.59,4.8,2,1,business,1
31.65,21.13,5.43,3,0,business,1
14.64,17.74,12.19,5,2,growth,1
22.3,26.38,2.98,1,1,business,1
22.92,15.21,2.69,2,1,growth,1
18.51,28.85,8.09,3,0,business,1
22.48,18.16,3.88,1,1,business,1
26.5,26.62,5.64,2,1,business,1
23.4,12.61,5.34,3,1,growth,0
18.02,21.96,4.38,4,0,growth,1
21.86,14.66,5.0,2,1,growth,0
24.59,16.91,4.22,2,2,business,1
22.94,14.9,6.01,2,0,growth,1
20.96,14.69,3.05,4,1,growth,0
26.6,18.68,13.64,7,1,growth,0
18.96,20.04,7.68,3,1,growth,1
32.1,19.42,2.63,2,1,business,1
26.25,17.53,5.33,2,0,business,1
21.65,21.81,11.31,4,3,growth,0
28.11,13.47,4.78,3,0,business,0
28.01,21.99,9.48,4,3,business,0
15.51,20.0,6.66,2,1,growth,1
16.23,18.25,9.19,4,1,growth,0
17.76,16.23,3.27,3,0,growth,1
18.38,19.76,7.27,3,1,growth,1
22.03,19.1,7.06,5,1,growth,0
21.42,17.1,12.41,6,2,growth,0
24.11,23.58,6.88,4,1,business,1
14.42,13.43,4.84,2,1,growth,0
26.78,17.62,4.93,2,1,business,1
25.27,20.14,6.37,2,1,business,1
35.26,21.33,5.48,1,1,enterprise,0
21.85,24.77,5.14,2,0,business,1
23.71,18.12,5.16,3,1,business,0
23.46,16.63,4.05,2,0,business,1
29.54,19.2,7.32,3,1,business,0
24.97,22.02,7.85,3,1,business,0
20.39,17.3,1.68,2,0,growth,1
32.3,23.93,5.12,1,0,enterprise,1
28.04,13.65,5.09,2,0,business,0
26.09,20.67,5.75,1,1,business,1
20.2,18.8,7.63,4,0,growth,1
18.71,12.91,5.23,3,1,growth,0
16.75,19.08,5.37,2,1,growth,1
20.42,22.53,4.73,2,1,business,1
24.81,18.04,14.68,5,1,growth,0
23.85,19.59,3.07,4,0,growth,1
16.85,17.63,5.32,5,1,growth,1
20.88,16.52,1.3,1,1,business,1
26.46,20.26,8.16,4,1,business,0
15.82,18.96,11.73,5,3,growth,1
24.11,26.98,6.48,2,1,business,1
19.59,16.4,4.44,3,0,growth,1
22.35,20.65,3.63,3,0,business,1
30.85,24.93,6.03,1,0,enterprise,1
22.94,20.0,3.83,2,0,business,1
22.72,17.93,6.19,3,1,growth,0
21.68,18.33,17.44,6,2,growth,0
27.28,19.45,13.22,5,2,business,0
21.95,21.4,5.66,2,2,business,1
20.32,15.83,6.29,4,0,growth,1
17.3,15.07,5.58,1,0,growth,1
20.2,19.25,10.6,5,1,growth,0
20.52,12.93,3.64,2,1,growth,1
26.53,14.52,9.86,5,2,growth,0
19.05,19.19,8.88,4,0,growth,1
22.93,18.37,7.21,4,1,growth,0
21.71,17.45,7.26,4,1,growth,0
22.45,18.88,3.94,1,0,business,1
16.02,16.51,10.09,4,0,growth,1
24.05,15.49,12.91,6,1,growth,0
20.0,20.14,10.18,4,2,growth,0
12.64,11.53,8.59,4,1,starter,0
31.65,17.09,5.46,1,1,business,1
24.62,22.44,6.82,1,1,business,1
23.14,18.03,5.38,3,0,growth,1
24.32,23.79,4.43,1,0,business,1
18.08,19.47,8.36,5,3,growth,0
19.81,19.33,7.85,3,2,growth,0
20.54,17.0,7.6,3,1,growth,0
23.79,18.22,10.06,4,2,growth,0
18.15,23.07,15.5,6,2,growth,1
18.38,21.84,5.97,3,0,growth,1
25.2,23.49,7.52,3,0,business,1
23.12,20.49,6.93,2,0,business,1
13.65,16.66,1.93,2,0,growth,1
30.68,17.27,10.33,4,1,business,0
15.75,21.04,12.61,6,2,growth,1
21.71,16.1,2.05,2,1,growth,1
21.07,19.85,4.36,2,0,business,1
23.4,19.57,7.72,3,0,business,1
26.68,15.89,2.31,3,0,business,1
19.58,14.69,5.28,3,0,growth,1
20.58,14.78,5.71,3,1,growth,0
20.43,15.14,7.21,3,0,growth,1
25.61,18.04,5.82,3,1,business,1
11.76,15.95,6.42,3,1,growth,1
25.33,21.39,8.14,1,1,business,1
20.98,14.11,4.17,3,1,growth,1
21.88,10.19,10.48,4,3,growth,0
20.29,14.38,9.3,4,1,growth,0
23.83,22.49,8.1,4,1,business,1
17.34,18.53,6.94,3,0,growth,1
25.39,16.82,12.0,4,1,growth,0
20.34,16.39,7.21,4,0,growth,0
22.68,21.49,8.32,3,0,business,1
25.53,23.41,1.74,2,1,business,1
30.77,25.1,6.97,2,1,enterprise,1
23.35,25.4,12.1,4,1,business,1
22.9,20.74,2.23,0,1,business,1
34.9,18.99,0.29,1,1,enterprise,1
18.66,15.65,7.11,2,1,growth,0
27.22,19.28,3.19,0,1,business,1
16.66,17.03,5.59,4,1,growth,1
23.46,21.47,6.12,2,1,business,1
25.81,15.98,3.62,1,1,business,1
20.29,19.81,8.13,4,0,growth,1
23.98,18.11,5.07,2,1,business,1
24.53,20.49,12.39,4,1,business,0
15.6,16.68,6.3,2,1,growth,1
21.73,23.21,10.11,4,2,business,1
20.32,15.81,8.26,4,0,growth,0
21.26,18.05,6.32,2,2,business,0
29.98,22.37,5.87,2,0,business,1
21.7,17.9,2.45,2,0,business,1
15.72,21.68,1.93,1,0,business,1
22.45,21.01,11.32,4,1,growth,1
21.07,23.21,8.96,3,1,business,1
32.48,20.33,10.13,3,2,business,0
20.54,21.44,2.94,0,1,business,1
19.74,18.63,6.45,4,1,growth,1
20.95,13.78,4.01,1,0,growth,1
20.52,22.79,1.0,1,0,business,1
15.42,18.08,9.45,3,1,growth,1
24.61,21.27,4.17,2,0,business,1
26.15,16.17,8.64,5,2,growth,0
24.11,20.89,5.32,2,0,business,1
19.02,18.55,8.66,4,1,growth,1
29.71,23.09,3.7,1,1,business,1
21.2,21.98,2.28,1,0,business,1
15.74,16.87,3.81,2,0,growth,1
17.05,19.68,17.31,7,2,starter,0
16.62,14.57,0.57,1,1,growth,1
19.92,18.43,3.97,2,1,growth,1
22.72,22.76,13.87,6,2,growth,0
13.81,22.51,11.04,5,2,growth,1
20.57,22.22,4.04,2,1,business,1
15.39,16.33,6.27,3,0,growth,1
19.09,17.93,4.71,2,0,growth,1
28.02,18.01,6.31,2,1,business,0
25.7,16.36,5.75,3,1,business,0
19.55,25.32,6.47,2,1,business,1
23.63,23.76,10.2,3,1,business,1
22.73,20.51,5.73,4,1,growth,1
21.77,19.97,14.51,7,1,growth,0
24.03,18.2,6.1,4,0,growth,1
17.8,17.19,3.48,0,0,business,1
21.62,18.02,5.88,2,0,business,1
19.46,16.32,7.1,4,1,growth,0
33.47,18.89,3.9,0,0,enterprise,1
21.46,18.87,5.23,3,0,growth,1
27.12,26.56,6.98,3,1,business,1
16.97,24.56,6.37,2,0,business,1
23.97,18.42,2.37,1,2,business,1
17.47,16.47,7.46,3,1,growth,0
20.71,12.49,8.73,5,2,growth,0
30.5,19.63,6.01,2,0,business,1
22.93,22.18,7.18,2,0,business,1
23.72,15.0,6.97,3,0,growth,0
24.62,20.0,8.07,3,0,business,1
19.54,14.97,6.27,2,2,growth,0
24.62,16.93,8.73,2,1,business,1
19.64,16.46,9.98,4,3,growth,0
27.22,13.84,4.52,1,1,business,0
20.97,18.43,9.22,3,1,growth,1
23.07,13.24,9.81,3,1,growth,0
20.84,22.13,6.04,2,0,business,1
21.06,21.57,6.04,5,1,growth,0
21.31,15.28,7.78,2,1,growth,1
18.75,15.51,5.96,3,1,growth,1
25.31,11.7,20.41,8,2,starter,0
19.96,23.84,4.21,0,1,business,1
23.97,20.72,9.71,4,1,business,0
21.0,18.14,6.7,2,0,business,1
19.26,18.7,4.78,2,1,growth,1
21.15,20.14,4.34,3,1,growth,1
21.71,17.73,5.45,2,1,business,1
15.12,20.69,9.8,4,1,growth,1
23.99,25.05,9.42,5,1,business,1
19.65,15.62,9.36,3,0,growth,0
20.86,21.22,3.77,2,1,business,1
27.16,17.43,14.42,7,1,growth,0
18.43,23.05,9.32,4,2,growth,1
21.02,17.62,0.0,2,0,growth,1
8.68,16.51,8.79,2,1,growth,1
26.11,17.91,9.63,5,2,growth,0
16.48,9.49,17.97,7,2,starter,0
22.37,26.97,5.85,2,1,business,1
22.55,18.44,8.28,3,0,growth,0
26.4,21.21,7.87,2,1,business,1
21.97,26.21,11.02,4,2,business,1
25.13,19.54,2.59,2,0,business,1
29.44,22.38,14.67,4,2,business,0
31.83,20.26,13.84,5,2,business,0
24.69,19.39,12.94,4,3,business,0
23.08,17.24,5.63,3,1,growth,1
27.64,19.03,8.16,2,0,business,1
22.46,20.03,6.13,3,0,business,1
18.67,19.12,4.33,3,0,growth,1
16.11,22.38,6.31,2,1,growth,1
33.56,24.81,5.74,2,1,enterprise,1
20.13,25.64,4.59,3,0,business,1
24.06,18.66,14.51,5,1,growth,0
20.59,19.5,0.99,2,0,business,1
17.42,18.57,8.01,3,1,growth,1
24.66,23.76,2.1,2,0,business,1
32.5,19.66,9.31,4,2,business,0
25.93,20.19,7.81,2,1,business,0
16.63,23.92,10.16,4,1,growth,1
21.55,19.26,4.86,2,0,business,1
19.13,14.61,4.48,3,0,growth,1
22.14,17.17,6.02,5,0,growth,0
24.61,15.73,4.7,3,0,growth,1
21.55,21.32,6.88,4,1,growth,1
19.82,19.26,7.61,3,1,growth,1
24.51,21.72,4.92,3,1,business,1
17.15,17.53,8.7,4,2,growth,0
22.0,20.6,2.62,0,1,business,1
26.14,25.85,6.41,2,1,business,1
30.66,24.3,3.63,0,0,enterprise,1
18.69,17.45,5.91,3,1,growth,1
16.92,14.69,7.93,3,1,growth,1
27.79,17.19,9.5,4,2,business,0
24.88,16.22,5.95,2,1,business,0
22.95,19.83,8.24,5,2,growth,0
20.73,17.36,14.02,6,3,growth,0
21.04,20.34,6.37,2,0,business,1
20.23,17.19,5.82,2,0,growth,1
24.57,14.36,3.86,1,1,business,0
22.71,13.94,3.05,3,0,growth,1
23.39,16.34,10.63,4,2,growth,0
21.37,24.17,7.23,2,1,business,1
24.69,13.98,6.84,3,0,growth,1
17.39,18.61,6.33,3,1,growth,1
20.55,15.74,2.09,1,0,business,1
21.73,17.12,4.21,3,0,growth,1
23.78,15.42,6.89,4,1,growth,0
21.43,19.32,13.49,6,1,growth,0
18.16,16.7,4.44,1,1,growth,1
22.94,16.59,9.81,4,2,growth,0
25.29,15.07,9.43,4,3,growth,0
19.4,20.36,2.79,1,1,business,1
17.07,22.18,7.05,3,1,growth,1
12.31,14.66,9.7,3,1,growth,1
29.69,17.98,7.92,2,0,business,1
15.64,15.24,1.31,2,1,growth,1
22.43,20.51,3.85,1,0,business,1
19.15,14.95,7.18,2,0,growth,1
24.16,23.61,7.69,4,2,business,0
20.89,15.16,5.32,4,2,growth,0
18.16,24.47,5.17,1,1,business,1
22.61,14.49,6.67,2,2,growth,0
20.6,22.0,11.01,6,1,growth,1
22.09,9.83,7.69,4,0,growth,0
18.97,18.76,2.52,2,0,growth,1
20.88,18.03,11.26,5,1,growth,0
18.26,17.8,15.66,7,2,starter,0
21.18,20.67,12.4,5,3,growth,0
23.76,22.4,2.73,1,1,business,1
